,,,,R,How,about,the,women
,,,R,All,of,the,older,women
,,,,R,How,about,the,women
R,How,about,the,women,Were,there,any,women
,R,What,sorts,of,things,did,the,women
,,R,What,did,some,of,the,women
R,Did,you,have,any,classes,Did,the,women
,,,R,Did,some,of,the,women
,,,,R,How,about,when,women
,,,R,Did,the,older,married,women
,,,,R,Were,the,older,women
