The,baby,brings,thewhoever,is,going,to,be,the,sondack,Godparent,gives,this,to,her
,,,,,,,,,,,,,Friends,her
,,,,,,They,say,Mother,youre,gon,na,be,with,her
,,Right,after,Pesach,my,mother,left,for,Beirut,to,take,care,of,her
,,,,,,,,,,,R,He,left,her
,,,,,,,,,,Dora,used,to,help,her
